2023-03-28 16:36:54.491113,7,1965024217,187520,1068337809,654448,2,0
2023-03-28 16:36:56.388225,7,1965024217,187520,1068337809,654448,2,0
2023-03-28 16:36:57.309424,7,1965024217,187520,1068337809,654448,2,0
2023-03-28 16:36:58.423317,7,1965024217,187520,1068337809,654448,2,0
2023-03-28 16:36:59.935924,7,1965024217,187520,897906538,658800,2,0
2023-03-28 16:37:01.215160,7,2154786638,187412,897906538,658800,2,0
2023-03-28 16:37:02.297023,7,2154786638,187412,897906538,658800,2,0
2023-03-28 16:37:03.683382,7,2154786638,187412,897906538,658800,2,0
2023-03-28 16:37:05.108475,7,2154786638,187412,897906538,658800,2,0
2023-03-28 16:37:06.128665,7,2154786638,187412,897906538,658800,2,0
2023-03-28 16:37:07.418093,7,2154786638,187412,897906538,658800,2,0
2023-03-28 16:37:08.728124,7,2154786638,187412,897906538,658800,2,0
2023-03-28 16:37:09.837550,7,2154786638,187412,897906538,658800,2,0
2023-03-28 16:37:10.905272,7,2154786638,187412,897906538,658800,2,0
2023-03-28 16:37:12.218273,7,2154786638,187412,897906538,658800,2,0
2023-03-28 16:37:13.400796,7,2154786638,187412,897906538,658800,2,0
2023-03-28 16:37:14.420355,7,2154786638,187412,897906538,658800,2,0
2023-03-28 16:37:15.338611,7,1733957353,187160,1234202211,658076,2,0
2023-03-28 16:37:16.575038,7,1733957353,187160,1234202211,658076,2,0
2023-03-28 16:37:17.747425,7,1733957353,187160,1234202211,658076,2,0
2023-03-28 16:37:18.725173,7,1733957353,187160,1234202211,658076,2,0
2023-03-28 16:37:20.070514,7,1733957353,187160,1234202211,658076,2,0
2023-03-28 16:37:21.232334,7,1733957353,187160,1234202211,658076,2,0
2023-03-28 16:37:22.204402,7,1733957353,187160,1234202211,658076,2,0
2023-03-28 16:37:23.371438,7,1733957353,187160,1234202211,658076,2,0
2023-03-28 16:37:24.562445,7,1733957353,187160,1234202211,658076,2,0
2023-03-28 16:37:25.705712,7,1733957353,187160,1234202211,658076,2,0
2023-03-28 16:37:26.778155,7,1733957353,187160,1234202211,658076,2,0
2023-03-28 16:37:28.148803,7,1733957353,187160,1234202211,658076,2,0
2023-03-28 16:37:29.131826,7,1733957353,187160,1234202211,658076,2,0
2023-03-28 16:37:30.342808,7,1980975628,187112,1332111364,659444,2,0
2023-03-28 16:37:31.485191,7,1980975628,187112,1332111364,659444,2,0
2023-03-28 16:37:32.392002,7,1980975628,187112,1332111364,659444,2,0
2023-03-28 16:37:33.272328,7,1980975628,187112,1332111364,659444,2,0
2023-03-28 16:37:34.323824,7,1980975628,187112,1332111364,659444,2,0
2023-03-28 16:37:35.644427,7,1980975628,187112,1332111364,659444,2,0
2023-03-28 16:37:36.777028,7,1980975628,187112,1332111364,659444,2,0
2023-03-28 16:37:37.709782,7,1980975628,187112,1332111364,659444,2,0
2023-03-28 16:37:38.631326,7,1980975628,187112,1332111364,659444,2,0
2023-03-28 16:37:39.814868,7,1980975628,187112,1332111364,659444,2,0
2023-03-28 16:37:40.980734,7,1980975628,187112,1332111364,659444,2,0
2023-03-28 16:37:41.918457,7,1980975628,187112,1332111364,659444,2,0
2023-03-28 16:37:43.112493,7,1980975628,187112,1332111364,659444,2,0
2023-03-28 16:37:44.317099,7,1980975628,187112,1332111364,659444,2,0
2023-03-28 16:37:45.219876,7,2037409523,187424,1091088133,659588,2,0
2023-03-28 16:37:46.244994,7,2037409523,187424,1091088133,659588,2,0
2023-03-28 16:37:47.410726,7,2037409523,187424,1091088133,659588,2,0
2023-03-28 16:37:48.631063,7,2037409523,187424,1091088133,659588,2,0
2023-03-28 16:37:49.512031,7,2037409523,187424,1091088133,659588,2,0
2023-03-28 16:37:50.666714,7,2037409523,187424,1091088133,659588,2,0
2023-03-28 16:37:51.987657,7,2037409523,187424,1091088133,659588,2,0
2023-03-28 16:37:53.000345,7,2037409523,187424,1091088133,659588,2,0
2023-03-28 16:37:53.903547,7,2037409523,187424,1091088133,659588,2,0
2023-03-28 16:37:55.092910,7,2037409523,187424,1091088133,659588,2,0
2023-03-28 16:37:56.389782,7,2037409523,187424,1091088133,659588,2,0
2023-03-28 16:37:57.400110,7,2037409523,187424,1091088133,659588,2,0
2023-03-28 16:37:58.575577,7,2037409523,187424,1091088133,659588,2,0
2023-03-28 16:37:59.805264,7,2037409523,187424,1091088133,659588,2,0
2023-03-28 16:38:00.743453,7,2165695793,187328,1328473668,658900,2,0
2023-03-28 16:38:01.653577,7,2165695793,187328,1328473668,658900,2,0
2023-03-28 16:38:02.761234,7,2165695793,187328,1328473668,658900,2,0
2023-03-28 16:38:03.956174,7,2165695793,187328,1328473668,658900,2,0
2023-03-28 16:38:05.193441,7,2165695793,187328,1328473668,658900,2,0
2023-03-28 16:38:06.113871,7,2165695793,187328,1328473668,658900,2,0
2023-03-28 16:38:07.481288,7,2165695793,187328,1328473668,658900,2,0
2023-03-28 16:38:09.081564,7,2165695793,187328,1328473668,658900,2,0
2023-03-28 16:38:10.140608,7,2165695793,187328,1328473668,658900,2,0
2023-03-28 16:38:12.695329,7,2165695793,187328,1328473668,658900,2,0
2023-03-28 16:38:13.888944,7,2165695793,187328,1328473668,658900,2,0
2023-03-28 16:38:15.245125,7,2055987836,187320,1552605703,660776,2,0
2023-03-28 16:38:16.712508,7,2055987836,187320,1552605703,660776,2,0
2023-03-28 16:38:18.218303,7,2055987836,187320,1552605703,660776,2,0
2023-03-28 16:38:19.898125,7,2055987836,187320,1552605703,660776,2,0
2023-03-28 16:38:21.000355,7,2055987836,187320,1552605703,660776,2,0
2023-03-28 16:38:22.249704,7,2055987836,187320,1552605703,660776,2,0
2023-03-28 16:38:24.139515,7,2055987836,187320,1552605703,660776,2,0
2023-03-28 16:38:25.401511,7,2055987836,187320,1552605703,660776,2,0
2023-03-28 16:38:26.928337,7,2055987836,187320,1552605703,660776,2,0
2023-03-28 16:38:27.904380,7,2055987836,187320,1552605703,660776,2,0
2023-03-28 16:38:30.029275,7,1651778218,187140,1140024783,663464,2,0
2023-03-28 16:38:31.576340,7,1651778218,187140,1140024783,663464,2,0
2023-03-28 16:38:34.673102,7,1651778218,187140,1140024783,663464,2,0
2023-03-28 16:38:36.175078,7,1651778218,187140,1140024783,663464,2,0
2023-03-28 16:38:38.411788,7,1651778218,187140,1140024783,663464,2,0
2023-03-28 16:38:39.892524,7,1651778218,187140,1140024783,663464,2,0
2023-03-28 16:38:41.266641,7,1651778218,187140,1140024783,663464,2,0
2023-03-28 16:38:42.585811,7,1651778218,187140,1140024783,663464,2,0
2023-03-28 16:38:43.617183,7,1651778218,187140,1140024783,663464,2,0
2023-03-28 16:38:44.753658,7,1651778218,187140,590049751,665040,2,0
2023-03-28 16:38:46.212416,7,1192573359,187444,590049751,665040,2,0
2023-03-28 16:38:47.281535,7,1192573359,187444,590049751,665040,2,0
2023-03-28 16:38:48.363387,7,1192573359,187444,590049751,665040,2,0
2023-03-28 16:38:49.927335,7,1192573359,187444,590049751,665040,2,0
2023-03-28 16:38:51.888090,7,1192573359,187444,590049751,665040,2,0
2023-03-28 16:38:53.737732,7,1192573359,187444,590049751,665040,2,0
2023-03-28 16:38:55.624413,7,1192573359,187444,590049751,665040,2,0
2023-03-28 16:38:57.300331,7,1192573359,187444,590049751,665040,2,0
2023-03-28 16:38:58.708225,7,1192573359,187444,590049751,665040,2,0
2023-03-28 16:39:00.264721,7,1292375712,187364,949803882,659808,2,0
2023-03-28 16:39:01.730751,7,1292375712,187364,949803882,659808,2,0
2023-03-28 16:39:03.391507,7,1292375712,187364,949803882,659808,2,0
2023-03-28 16:39:05.120503,7,1292375712,187364,949803882,659808,2,0
2023-03-28 16:39:06.253743,7,1292375712,187364,949803882,659808,2,0
2023-03-28 16:39:08.142783,7,1292375712,187364,949803882,659808,2,0
2023-03-28 16:39:09.692218,7,1292375712,187364,949803882,659808,2,0
2023-03-28 16:39:11.301299,7,1292375712,187364,949803882,659808,2,0
2023-03-28 16:39:13.169948,7,1292375712,187364,949803882,659808,2,0
2023-03-28 16:39:14.490827,7,1292375712,187364,949803882,659808,2,0
2023-03-28 16:39:15.844760,7,1311216472,187136,781157416,661936,2,0
2023-03-28 16:39:17.305260,7,1311216472,187136,781157416,661936,2,0
2023-03-28 16:39:19.388071,7,1311216472,187136,781157416,661936,2,0
2023-03-28 16:39:21.875314,7,1311216472,187136,781157416,661936,2,0
2023-03-28 16:39:24.766023,7,1311216472,187136,781157416,661936,2,0
2023-03-28 16:39:27.530540,7,1311216472,187136,781157416,661936,2,0
2023-03-28 16:39:29.047434,7,1311216472,187136,781157416,661936,2,0
2023-03-28 16:39:30.646165,7,1152417018,187044,882396780,662204,2,0
2023-03-28 16:39:31.774236,7,1152417018,187044,882396780,662204,2,0
2023-03-28 16:39:33.090516,7,1152417018,187044,882396780,662204,2,0
2023-03-28 16:39:34.655982,7,1152417018,187044,882396780,662204,2,0
2023-03-28 16:39:36.028826,7,1152417018,187044,882396780,662204,2,0
2023-03-28 16:39:38.102912,7,1152417018,187044,882396780,662204,2,0
2023-03-28 16:39:39.795794,7,1152417018,187044,882396780,662204,2,0
2023-03-28 16:39:41.813328,7,1152417018,187044,882396780,662204,2,0
2023-03-28 16:39:43.655803,7,1152417018,187044,882396780,662204,2,0
2023-03-28 16:39:45.463431,7,1278124563,187400,965366242,662784,2,0
2023-03-28 16:39:48.189697,7,1278124563,187400,965366242,662784,2,0
2023-03-28 16:39:51.979246,7,1278124563,187400,965366242,662784,2,0
2023-03-28 16:39:54.397761,7,1278124563,187400,965366242,662784,2,0
2023-03-28 16:39:56.388181,7,1278124563,187400,965366242,662784,2,0
2023-03-28 16:39:58.904722,7,1278124563,187400,965366242,662784,2,0
2023-03-28 16:40:00.234087,7,844578824,187008,800794833,660876,2,0
2023-03-28 16:40:01.539917,7,844578824,187008,800794833,660876,2,0
2023-03-28 16:40:04.436869,7,844578824,187008,800794833,660876,2,0
2023-03-28 16:40:10.212450,7,844578824,187008,800794833,660876,2,0
2023-03-28 16:40:15.396203,7,972154741,187100,849653808,661584,2,0
2023-03-28 16:40:17.837258,7,972154741,187100,849653808,661584,2,0
2023-03-28 16:40:19.536347,7,972154741,187100,849653808,661584,2,0
2023-03-28 16:40:21.740696,7,972154741,187100,849653808,661584,2,0
2023-03-28 16:40:23.298584,7,972154741,187100,849653808,661584,2,0
2023-03-28 16:40:24.944463,7,972154741,187100,849653808,661584,2,0
2023-03-28 16:40:26.414341,7,972154741,187100,849653808,661584,2,0
2023-03-28 16:40:28.095937,7,972154741,187100,849653808,661584,2,0
2023-03-28 16:40:30.584539,7,669402543,186960,731646825,662872,2,0
2023-03-28 16:40:32.135696,7,669402543,186960,731646825,662872,2,0
2023-03-28 16:40:33.851802,7,669402543,186960,731646825,662872,2,0
2023-03-28 16:40:35.805248,7,669402543,186960,731646825,662872,2,0
2023-03-28 16:40:39.963038,7,669402543,186960,731646825,662872,2,0
2023-03-28 16:40:42.159400,7,669402543,186960,731646825,662872,2,0
2023-03-28 16:40:43.729291,7,669402543,186960,731646825,662872,2,0
2023-03-28 16:40:45.241795,7,1052638007,187140,943806885,661756,2,0
2023-03-28 16:40:47.558434,7,1052638007,187140,943806885,661756,2,0
2023-03-28 16:40:49.823786,7,1052638007,187140,943806885,661756,2,0
2023-03-28 16:40:51.751149,7,1052638007,187140,943806885,661756,2,0
2023-03-28 16:40:53.858594,7,1052638007,187140,943806885,661756,2,0
2023-03-28 16:40:55.687831,7,1052638007,187140,943806885,661756,2,0
2023-03-28 16:40:57.412169,7,1052638007,187140,943806885,661756,2,0
2023-03-28 16:40:58.622401,7,1052638007,187140,943806885,661756,2,0
2023-03-28 16:40:59.986530,7,1052638007,187140,988847583,662156,2,0
2023-03-28 16:41:01.503161,7,1045041924,187128,988847583,662156,2,0
